travelCode,userCode,from,to,flightType,price,time,distance,agency,date
1968,460,Austin,Atlanta,economic,456.52,6.82,2983,CloudFy,2023-08-31
1969,105,Austin,Fort Worth,business,884.45,6.69,2503,FlyingDrops,2024-07-07
1970,378,Boston,San Jose,firstClass,2110.88,8.53,3923,JetSet,2024-04-19
1971,171,Seattle,San Diego,economic,656.63,8.37,3720,FlyingDrops,2024-08-07
1972,225,Dallas,Atlanta,firstClass,691.43,3.68,1454,Rainbow,2024-08-19
1973,342,Philadelphia,Atlanta,economic,506.25,8.81,4105,SkyWay,2023-09-10
1974,71,Charlotte,Boston,firstClass,759.21,3.66,1421,SkyWay,2023-12-01
1975,69,Boston,Denver,economic,264.92,3.86,1570,AirGo,2023-04-11
1976,136,Jacksonville,Columbus,business,236.93,3.21,944,AirGo,2023-02-15
1977,225,Boston,Seattle,business,1298.03,9.91,4314,FlyingDrops,2024-08-05
1978,202,San Antonio,Fort Worth,business,1227.83,10.46,4713,Rainbow,2024-07-01
1979,331,Los Angeles,San Diego,economic,372.74,7.52,2778,Rainbow,2024-02-02
1980,489,Miami,Atlanta,firstClass,632.46,3.98,1396,CloudFy,2023-06-16
1981,384,Miami,Chicago,economic,223.94,4.91,1722,FlyingDrops,2024-08-23
1982,99,New York,Houston,firstClass,1111.02,5.47,2128,Rainbow,2024-06-07
1983,304,Atlanta,San Antonio,economic,487.84,9.8,3904,Cloudy,2024-12-04
1984,60,Chicago,Phoenix,economic,484.99,8.09,3758,CloudFy,2023-06-05
1985,28,Philadelphia,Houston,business,1443.17,9.66,4271,Rainbow,2023-05-23
1986,22,Atlanta,Chicago,economic,179.68,3.92,1423,Rainbow,2023-07-05
1987,390,Atlanta,Los Angeles,firstClass,845.55,4.81,1614,Cloudy,2024-06-25
1988,195,San Diego,San Antonio,business,700.19,5.06,2253,FlyingDrops,2024-03-17
1989,398,San Antonio,Miami,economic,339.18,5.11,1965,SkyWay,2023-11-05
1990,350,Houston,Philadelphia,firstClass,852.54,4.53,1942,Cloudy,2024-07-25
1991,77,Denver,Phoenix,firstClass,256.09,2.51,571,SkyWay,2023-05-18
1992,434,San Jose,Columbus,economic,99.51,3.04,640,FlyingDrops,2024-12-18
1993,292,Jacksonville,Columbus,economic,67.77,2.73,510,SkyWay,2024-11-13
1994,497,Jacksonville,Phoenix,business,1559.42,10.87,4567,Cloudy,2023-08-23
1995,277,Houston,Philadelphia,firstClass,939.82,5.26,2062,FlyingDrops,2023-12-01
1996,455,Fort Worth,San Jose,economic,303.12,6.24,2236,JetSet,2023-03-18
1997,315,Phoenix,New York,economic,646.36,10.79,4447,CloudFy,2024-01-06
1998,32,Seattle,San Diego,business,1138.03,10.02,4553,Cloudy,2024-09-26
1999,272,Chicago,Charlotte,firstClass,276.1,2.48,683,JetSet,2023-10-16
2000,324,Houston,Jacksonville,firstClass,1083.39,7.21,2638,JetSet,2024-12-01
